Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price,MACD,MACD_Sig,MACD_status,3D_return,RSI,EMA_9,EMA_21,EMA_50,EMA_status,RSI_status,3D_return_norm,combiend_indicators
2015-01-14 00:00:00,227.01,230.89,213.32,213.42,6823.048857040003,1495162.1451519756,219.36675750925372,-17.876381892582742,-12.636517279402456,0.5,-0.22953068592057768,12.838541666666671,240.52130033878512,259.41263502596735,302.70886299640404,0.5,0.5,0.3,0.5
2015-01-14 06:00:00,213.32,215.0,152.4,190.65,55956.799331099974,10777876.229241446,196.25049932632308,-21.027477643183943,-14.314709352158754,0.5,-0.3152923430541589,10.218675510415608,230.5470402710281,253.16148638724306,300.4676857364759,0.5,0.5,0.24,0.5
2015-01-14 12:00:00,190.62,208.11,175.71,176.35,32111.532854559988,6133615.691080188,191.48971643391673,-24.397396221083056,-16.331246725943615,0.5,-0.349502028771671,10.84708470847086,219.7076322168225,246.17862398840276,297.9853320217464,0.5,0.5,0.22,0.5
2015-01-14 18:00:00,176.0,186.58,161.1,171.41,29297.504040019987,5169611.127910584,177.39517775233992,-27.15368688785776,-18.495734758326446,0.5,-0.35654491534967525,14.446886446886452,210.04810577345802,239.38147635309343,295.45382538131145,0.5,0.5,0.21,0.5
2015-01-15 00:00:00,172.0,205.56,168.5,193.08,17490.653370170017,3298064.277856878,190.75560885715583,-27.275069183617347,-20.251601643384628,0.5,-0.2880005900140128,27.067199600299787,206.65448461876645,235.17225123008495,293.4063488736852,0.5,0.5,0.26,0.5
2015-01-15 06:00:00,193.07,214.9,190.6,212.17,16747.220907709994,3417292.441205438,200.44325489997192,-25.536493270795177,-21.308579968866738,0.5,-0.20985401459854014,42.30409963674104,207.75758769501317,233.0811374818954,291.7816218962115,0.5,0.5,0.31,0.5
2015-01-15 12:00:00,212.13,233.9,209.25,217.89,28248.512377710027,6209697.074527343,218.00564942858327,-23.42705068074025,-21.73227411124144,0.5,-0.19449168207024037,52.52570911967454,209.78407015601056,231.7001249835413,290.30378945828727,0.5,0.5,0.32,0.5
2015-01-15 18:00:00,217.01,224.0,192.0,210.98,21002.029529700012,4386054.630021348,210.72040585621855,-22.05860362949221,-21.797540014891595,0.5,-0.21105377309101792,63.995594107118265,210.02325612480846,229.8164772577648,288.71731366912155,0.5,0.5,0.31,0.5
2015-01-16 00:00:00,210.69,222.47,206.0,216.9,7145.633560630003,1533737.844209752,215.09309361943016,-20.262827693278012,-21.49059755056888,1.0,-0.12374257665737487,81.55642023346304,211.39860489984676,228.64225205251344,287.28096739573914,0.5,1.0,0.36,1.0
2015-01-16 06:00:00,216.5,223.15,210.4,216.44,8101.936377560003,1759975.6512476627,217.071220645418,-18.661660476092777,-20.92481013567366,0.5,-0.015913430935709738,87.66939936422953,212.40688391987743,227.53295641137586,285.86414804782436,0.5,0.5,0.43,0.5
2015-01-16 12:00:00,216.44,216.44,198.04,203.15,12614.201163939992,2600299.1198030044,207.26021969137136,-18.254687180849743,-20.390785544708876,0.5,-0.11597040905134903,59.79762599727573,210.55550713590196,225.31632401034167,284.20986508686786,0.5,0.5,0.37,0.5
2015-01-16 18:00:00,203.6,210.23,202.6,208.03,6861.577250419999,1422806.0668313075,207.49184456742043,-17.338515087074143,-19.78033145318193,0.5,-0.083568281938326,44.43249058633676,210.05040570872157,223.7448400094015,282.6862677851305,0.5,0.5,0.39,0.5
2015-01-17 00:00:00,208.02,212.84,199.0,202.87,6084.934566539999,1246139.837067717,207.3646115027027,-16.834750454206358,-19.191215253386815,0.5,-0.04943304282635175,29.492080830147486,208.61432456697727,221.84712728127408,281.0899424294279,0.5,0.0,0.41,0.5
2015-01-17 06:00:00,202.76,205.03,192.17,198.48,7580.516532939998,1506287.1681782864,199.19999724214716,-16.598413485957167,-18.672654899900884,0.5,0.04107002360346179,31.671554252199428,206.58745965358182,219.72284298297643,279.4377435808393,0.5,0.5,0.47,0.5
2015-01-17 12:00:00,198.49,201.45,195.5,198.56,2817.297683290001,559787.8587096229,198.7007908412903,-16.217711718970406,-18.18166626371479,0.5,0.1259427275304792,17.551309271054507,204.98196772286548,217.7989481663422,277.8201887092225,0.5,0.0,0.52,0.5
2015-01-17 18:00:00,198.3,201.96,196.99,199.69,2639.140696669998,525902.4875862484,199.08896048449836,-15.644481426100754,-17.67422929619198,0.5,0.16498453999183238,21.050812305565174,203.92357417829237,216.15268015122018,276.2575849350381,0.5,0.5,0.55,0.5
2015-01-18 00:00:00,199.69,201.2,195.42,195.96,1417.8681328799985,280158.1808911168,197.43689685375003,-15.314634542215998,-17.202310345396786,0.5,0.014916096954630254,31.440371708828096,202.33085934263391,214.3169819556547,274.6516332363373,0.5,0.5,0.45,0.5
2015-01-18 06:00:00,196.64,214.19,195.02,211.96,6383.162701250001,1318707.1237566902,203.9841854211042,-13.605328470315214,-16.482913970380473,0.5,-0.0009897723523588642,56.44473597900952,204.25668747410714,214.10271086877702,273.39780057161056,0.5,0.5,0.44,0.5
2015-01-18 12:00:00,211.95,222.0,206.92,210.4,7306.679083379998,1565857.8993115965,213.63212312006297,-12.235526522583115,-15.633436480821,0.5,-0.03437514342099213,64.00148754183712,205.48534997928573,213.7661007897973,272.1378445601784,0.5,0.5,0.42,0.5
2015-01-18 18:00:00,210.64,217.06,207.88,211.85,3097.470444399997,654163.0733712674,210.89685341569455,-10.907214153019993,-14.6881920152608,0.5,0.004123613612664778,77.9123173277662,206.7582799834286,213.59190980890662,270.9320876689748,0.5,0.5,0.45,0.5
2015-01-19 00:00:00,211.8,220.94,211.14,215.05,2538.2206226400026,551814.7107723331,214.54877355104165,-9.486944186518684,-13.647942449512378,0.5,-0.008529276164130906,80.458071666051,208.41662398674288,213.72446346264238,269.8144459155953,0.5,1.0,0.44,0.5
2015-01-19 06:00:00,214.53,216.23,207.7,212.1,3712.813106280002,779916.8044490741,210.02602408990327,-8.501411373031743,-12.61863623421625,0.5,-0.020051746442432128,71.4780200761509,209.15329918939432,213.5767849660385,268.66015699728337,0.5,0.5,0.43,0.5
2015-01-19 12:00:00,212.02,214.1,209.14,212.01,3239.889169929999,686447.9123075955,211.9175299505788,-7.639567586134177,-11.622822504599837,0.5,0.043613093773074096,81.78217821782171,209.72463935151546,213.43434996912592,267.52715385733774,0.5,1.0,0.47,0.5
