Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price,MACD,MACD_Sig,MACD_status,3D_return,RSI,EMA_9,EMA_21,EMA_50,EMA_status,RSI_status,3D_return_norm,combiend_indicators
2020-03-30 00:00:00,5878.47,6251.43,5856.0,6204.85,2059.80251759,12482919.719680766,6005.395912676489,-72.07459911030128,-9.93900140179663,0.5,-0.06977807561590266,58.79683035954937,6173.6311550047885,6281.863764350441,6736.19998120734,0.5,0.5,0.4,0.5
2020-03-30 06:00:00,6215.41,6433.98,6182.19,6381.07,5220.174375980003,32790534.8189529,6281.814412763891,-53.67701856531949,-18.686604834501203,0.5,-0.038426357768980735,57.17151341962233,6215.118924003832,6290.8825130458545,6729.097381583193,0.5,0.5,0.42,0.5
2020-03-30 12:00:00,6384.72,6457.0,6267.35,6364.06,4123.7360833,26164536.53836063,6352.836128970555,-40.0081788954294,-22.950919646686845,0.5,-0.0425550480523309,63.03375506573097,6244.907139203066,6297.535011859868,6721.79663395153,0.5,0.5,0.42,0.5
2020-03-30 18:00:00,6367.66,6630.0,6334.91,6407.77,3570.731186130002,23151758.21486669,6451.820665864443,-25.356202756394854,-23.43197626862845,0.5,0.004978019237676268,66.47464055111503,6277.479711362453,6307.556374418062,6715.5161012724975,0.5,0.5,0.45,0.5
2020-03-31 00:00:00,6408.95,6527.24,6381.82,6421.23,1123.2934101999997,7250759.500514938,6454.74239920948,-12.514042502092707,-21.2483895153213,1.0,0.041727638781184906,69.28920371275034,6306.229769089962,6317.890340380056,6709.63037924705,0.5,0.5,0.47,0.5
2020-03-31 06:00:00,6421.0,6515.0,6357.28,6395.7,2077.9543658499992,13383244.825559925,6444.771616836933,-4.346491960948697,-17.86801000444678,0.5,0.02449221503171639,93.02485734898684,6324.123815271972,6324.963945800051,6703.351771662107,0.5,1.0,0.46,0.5
2020-03-31 12:00:00,6395.7,6515.0,6337.42,6468.33,2356.7920367100023,15184591.080300685,6445.592912984444,7.895964924117835,-12.715215018733856,0.5,0.07062131930628346,87.79550149185238,6352.965052217577,6337.997223454591,6698.651336228865,0.5,0.5,0.49,0.5
2020-03-31 18:00:00,6467.16,6511.6,6404.33,6421.14,784.2585137499991,5070850.576859749,6461.974850965267,13.633206473112295,-7.445530720364628,0.5,0.02687635533209232,59.12631530998064,6366.600041774062,6345.555657685993,6693.101109504289,1.0,0.5,0.46,0.5
2020-04-01 00:00:00,6428.74,6440.25,6250.0,6309.19,2550.22884246,16096666.419147292,6332.540087398294,9.042347783883995,-4.147955019514903,0.5,0.02537103369369476,41.2757973733582,6355.11803341925,6342.249688805447,6685.422887314202,0.5,0.5,0.46,0.5
2020-04-01 06:00:00,6311.45,6347.58,6269.87,6304.36,1399.9439908800007,8826182.149433183,6308.306432702791,4.957175331824146,-2.326928949247093,0.5,0.02790210052451969,31.238433905439052,6344.9664267354,6338.805171641315,6677.801629567917,0.5,0.5,0.46,0.0
2020-04-01 12:00:00,6308.73,6346.3,6137.71,6204.96,2454.588221159999,15274471.205775155,6229.609498744792,-6.229295111606008,-3.1074021817188764,0.0,0.016315198964842237,20.08961911874537,6316.965141388321,6326.637428764831,6668.344796976558,0.0,0.0,0.45,0.5
2020-04-01 18:00:00,6210.38,6710.21,6172.58,6652.07,4914.386883650001,31762810.915910106,6363.051781099161,20.744259898374366,1.6629302342997725,1.0,0.13305796385562685,66.36870937671591,6383.986113110656,6356.222207968029,6668.0193010370285,0.5,0.5,0.53,0.5
2020-04-02 00:00:00,6669.95,6766.36,6575.13,6616.06,1866.5362992600005,12412597.024968533,6627.900013662394,38.76839262814974,9.084022713069766,0.5,0.06627235146699761,59.894975150370456,6430.400890488527,6379.843825425481,6666.9801150162875,1.0,0.5,0.49,0.5
2020-04-02 06:00:00,6613.69,6725.9,6601.81,6703.54,1924.0854490299985,12821104.773066025,6652.530508039603,59.42652063434889,19.15252229732559,0.5,0.05053541177263377,67.9465670200056,6485.028712390822,6409.2707503868005,6667.711312715963,0.5,0.5,0.48,0.5
