Timestamp,Open,High,Low,Close,Volume_(BTC),Volume_(Currency),Weighted_Price,MACD,MACD_Sig,MACD_status,3D_return,RSI,EMA_9,EMA_21,EMA_50,EMA_status,RSI_status,3D_return_norm,combiend_indicators
2016-10-31 00:00:00,697.1,698.5,683.6,696.36,1361.7476710599992,939388.4007873656,692.3556729459298,12.428314707036519,13.431449411724305,0.5,0.017683336743343103,10.54481546572913,698.8550214528645,688.5075907560681,650.669832652304,0.5,0.0,0.45,0.5
2016-10-31 06:00:00,695.06,699.95,691.01,695.0,741.0909017399993,515127.5045774949,695.7434102547473,11.376186894199689,13.020396908219382,0.5,0.013149071401498569,2.9188558085230625,698.0840171622916,689.0978097782437,651.5564359992577,0.5,0.5,0.45,0.5
2016-10-31 12:00:00,693.4,706.97,691.06,705.55,1731.2159126700005,1215454.170325557,701.5085063211038,11.263822517826615,12.66908203014083,0.5,0.02665774194956549,53.27868852458992,699.5772137298334,690.593463434767,652.6363072792726,0.5,0.5,0.46,0.5
2016-10-31 18:00:00,705.55,706.0,695.79,697.01,821.8380266500002,576863.0517472331,702.1000420237339,10.36617153898385,12.208499931909433,0.5,0.016182881136009186,36.657400972897726,699.0637709838667,691.1767849406972,653.5237811336873,0.5,0.5,0.45,0.5
2016-11-01 00:00:00,697.04,710.0,695.38,708.5,551.0133316499998,389002.7278358018,705.1724172798032,10.461331922636873,11.859066330054922,0.5,0.012880813163876459,56.45491803278684,700.9510167870935,692.751622673361,654.6233055110134,0.5,0.5,0.45,0.5
2016-11-01 06:00:00,706.0,735.87,706.0,728.17,2383.0616451099977,1715995.3189470225,720.4473901028338,11.985787130084304,11.884410490060802,1.0,0.03589211027968231,79.4778963414634,706.3948134296749,695.9714751576008,656.0942394007932,0.5,0.5,0.47,0.5
2016-11-01 12:00:00,731.07,737.0,720.04,727.54,2133.341243470001,1553235.5531710426,729.1406757511847,12.993314291132036,12.106191250275046,0.5,0.02494963582829679,79.84303215926494,710.6238507437399,698.8413410523643,657.5231546127773,0.5,0.5,0.46,0.5
2016-11-01 18:00:00,727.54,729.99,715.9,726.6,1502.6026342,1088653.5180377085,726.088294107236,13.559629710287595,12.396878942277555,0.5,0.021754109656462184,80.49015824006187,713.8190805949921,701.3648555021497,658.9046915205217,0.5,1.0,0.46,0.5
2016-11-02 00:00:00,726.6,728.97,717.32,723.0,385.6255603,278812.74102971173,723.7737973834452,13.561618945121268,12.6298269428463,0.5,0.026711540919354126,69.44506351682648,715.6552644759937,703.3316868201358,660.1865976901113,0.5,0.5,0.46,0.5
2016-11-02 06:00:00,723.13,726.22,718.0,724.96,1394.6576911299994,1007410.7355297586,723.0909598208564,13.564982374747386,12.816858029226518,0.5,0.02876442123486922,86.49778009924273,717.516211580795,705.2978971092143,661.482065736309,0.5,1.0,0.46,0.5
2016-11-02 12:00:00,724.94,725.5,721.5,725.44,1309.3726853,947739.7741136048,723.8649201470719,13.451321444970288,12.943750712375273,0.5,0.031245557672078036,81.0483870967743,719.100969264636,707.1289973720131,662.7612244215827,0.5,0.5,0.46,0.5
2016-11-02 18:00:00,725.44,742.0,723.75,742.0,1230.87578242,899503.9402903608,728.2819797701583,14.530005087509947,13.261001587402207,0.5,0.06421123589059552,78.60984691766666,723.6807754117086,710.2990885200121,664.3459999331511,0.5,0.5,0.48,0.5
2016-11-03 00:00:00,742.0,745.0,736.64,744.42,1195.4279532500002,886723.6968670856,741.9989779388064,15.402591928958143,13.689319655713398,0.5,0.06901602619334812,82.51155624036987,727.828620329367,713.4009895636473,665.9474799344881,0.5,1.0,0.49,0.5
